"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"5665","GO:0002175","protein localization to paranode region of axon",3,3,3,"0.52597"
"5666","GO:0014010","Schwann cell proliferation",8,8,8,"0.52606"
"5667","GO:1904667","negative regulation of ubiquitin protein ligase activity",8,8,8,"0.52622"
"5668","GO:1905460","negative regulation of vascular associated smooth muscle cell apoptotic process",3,3,3,"0.52634"
"5669","GO:0010560","positive regulation of glycoprotein biosynthetic process",20,20,20,"0.52641"
"5670","GO:0000494","box C/D snoRNA 3'-end processing",2,2,2,"0.52664"
"5671","GO:0060715","syncytiotrophoblast cell differentiation involved in labyrinthine layer development",2,2,2,"0.52664"
"5672","GO:1900426","positive regulation of defense response to bacterium",9,9,9,"0.52676"
"5673","GO:0060272","embryonic skeletal joint morphogenesis",5,5,5,"0.52699"
"5674","GO:2000193","positive regulation of fatty acid transport",16,16,16,"0.52717"
"5675","GO:0061772","xenobiotic transport across blood-nerve barrier",1,1,1,"0.52721"
"5676","GO:0071900","regulation of protein serine/threonine kinase activity",350,350,350,"0.52730"
"5677","GO:0051262","protein tetramerization",60,60,60,"0.52733"
"5678","GO:0034331","cell junction maintenance",24,24,24,"0.52740"
"5679","GO:0048857","neural nucleus development",12,12,12,"0.52756"
"5680","GO:0035702","monocyte homeostasis",3,3,3,"0.52757"
"5681","GO:0021569","rhombomere 3 development",3,3,3,"0.52757"
"5682","GO:0021570","rhombomere 4 development",1,1,1,"0.52758"
"5683","GO:0032682","negative regulation of chemokine production",15,15,15,"0.52769"
"5684","GO:1901186","positive regulation of ERBB signaling pathway",22,22,22,"0.52787"
"5685","GO:1901297","positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment",1,1,1,"0.52805"
"5686","GO:1905775","negative regulation of DNA helicase activity",2,2,2,"0.52808"
"5687","GO:0042475","odontogenesis of dentin-containing tooth",48,48,48,"0.52808"
"5688","GO:0097101","blood vessel endothelial cell fate specification",2,2,2,"0.52809"
"5689","GO:0045955","negative regulation of calcium ion-dependent exocytosis",8,8,8,"0.52818"
"5690","GO:0035249","synaptic transmission, glutamatergic",57,57,57,"0.52819"
"5691","GO:0060731","positive regulation of intestinal epithelial structure maintenance",1,1,1,"0.52823"
"5692","GO:0070715","sodium-dependent organic cation transport",1,1,1,"0.52823"
"5693","GO:1902270","(R)-carnitine transmembrane transport",1,1,1,"0.52823"
"5694","GO:0000085","mitotic G2 phase",1,1,1,"0.52842"
"5695","GO:0072428","signal transduction involved in intra-S DNA damage checkpoint",1,1,1,"0.52842"
"5696","GO:0070200","establishment of protein localization to telomere",16,16,16,"0.52844"
"5697","GO:0048678","response to axon injury",57,57,57,"0.52848"
"5698","GO:1903307","positive regulation of regulated secretory pathway",42,42,42,"0.52848"
"5699","GO:0042088","T-helper 1 type immune response",43,43,43,"0.52892"
"5700","GO:0043320","natural killer cell degranulation",8,8,8,"0.52896"
"5701","GO:0070914","UV-damage excision repair",12,12,12,"0.52901"
"5702","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",45,45,45,"0.52907"
"5703","GO:0060761","negative regulation of response to cytokine stimulus",44,44,44,"0.52912"
"5704","GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway",3,3,3,"0.52914"
"5705","GO:1904645","response to amyloid-beta",34,34,34,"0.52937"
"5706","GO:0006627","protein processing involved in protein targeting to mitochondrion",6,6,6,"0.52937"
"5707","GO:0046833","positive regulation of RNA export from nucleus",6,6,6,"0.52938"
"5708","GO:0001975","response to amphetamine",7,7,7,"0.52942"
"5709","GO:0032886","regulation of microtubule-based process",199,199,199,"0.52944"
"5710","GO:0033488","cholesterol biosynthetic process via 24,25-dihydrolanosterol",1,1,1,"0.52981"
"5711","GO:0061370","testosterone biosynthetic process",3,3,3,"0.52989"
"5712","GO:0071926","endocannabinoid signaling pathway",4,4,4,"0.53011"
"5713","GO:0051270","regulation of cellular component movement",787,787,787,"0.53029"
"5714","GO:1900825","regulation of membrane depolarization during cardiac muscle cell action potential",3,3,3,"0.53032"
"5715","GO:0099151","regulation of postsynaptic density assembly",7,7,7,"0.53040"
"5716","GO:0007034","vacuolar transport",127,127,127,"0.53046"
"5717","GO:0050908","detection of light stimulus involved in visual perception",7,7,7,"0.53054"
"5718","GO:0034143","regulation of toll-like receptor 4 signaling pathway",18,18,18,"0.53064"
"5719","GO:0042775","mitochondrial ATP synthesis coupled electron transport",55,55,55,"0.53068"
"5720","GO:0019242","methylglyoxal biosynthetic process",1,1,1,"0.53092"
"5721","GO:0006686","sphingomyelin biosynthetic process",6,6,6,"0.53097"
"5722","GO:0061300","cerebellum vasculature development",2,2,2,"0.53105"
"5723","GO:0035696","monocyte extravasation",8,8,8,"0.53110"
"5724","GO:0061956","penetration of cumulus oophorus",1,1,1,"0.53120"
"5725","GO:1900274","regulation of phospholipase C activity",24,24,24,"0.53120"
"5726","GO:0061615","glycolytic process through fructose-6-phosphate",13,13,13,"0.53122"
"5727","GO:0097722","sperm motility",56,56,56,"0.53130"
"5728","GO:2000314","negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior p...",2,2,2,"0.53136"
"5729","GO:0006306","DNA methylation",52,52,52,"0.53181"
"5730","GO:0043569","negative regulation of insulin-like growth factor receptor signaling pathway",5,5,5,"0.53183"
"5731","GO:1904840","positive regulation of male germ-line stem cell asymmetric division",1,1,1,"0.53185"
"5732","GO:0045137","development of primary sexual characteristics",143,143,143,"0.53196"
"5733","GO:0042060","wound healing",241,241,241,"0.53218"
"5734","GO:0022615","protein to membrane docking",4,4,4,"0.53233"
"5735","GO:0071529","cementum mineralization",1,1,1,"0.53240"
"5736","GO:0003430","growth plate cartilage chondrocyte growth",2,2,2,"0.53280"
"5737","GO:0006015","5-phosphoribose 1-diphosphate biosynthetic process",6,6,6,"0.53286"
"5738","GO:0055012","ventricular cardiac muscle cell differentiation",12,12,12,"0.53288"
"5739","GO:0030097","hemopoiesis",747,747,747,"0.53295"
"5740","GO:0035844","cloaca development",2,2,2,"0.53309"
"5741","GO:0002625","regulation of T cell antigen processing and presentation",2,2,2,"0.53309"
"5742","GO:0039008","pronephric nephron tubule morphogenesis",1,1,1,"0.53315"
"5743","GO:0000294","nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay",2,2,2,"0.53319"
"5744","GO:0036378","calcitriol biosynthetic process from calciol",2,2,2,"0.53332"
"5745","GO:0051683","establishment of Golgi localization",8,8,8,"0.53336"
"5746","GO:0097753","membrane bending",1,1,1,"0.53342"
"5747","GO:0071451","cellular response to superoxide",18,18,18,"0.53367"
"5748","GO:0046474","glycerophospholipid biosynthetic process",109,109,109,"0.53392"
"5749","GO:0007599","hemostasis",124,124,124,"0.53394"
"5750","GO:1903518","positive regulation of single strand break repair",2,2,2,"0.53398"
"5751","GO:1903661","positive regulation of complement-dependent cytotoxicity",1,1,1,"0.53398"
"5752","GO:1902443","negative regulation of ripoptosome assembly involved in necroptotic process",2,2,2,"0.53411"
"5753","GO:0003161","cardiac conduction system development",7,7,7,"0.53416"
"5754","GO:0030682","mitigation of host defenses by symbiont",1,1,1,"0.53426"
"5755","GO:0051835","positive regulation of synapse structural plasticity",3,3,3,"0.53437"
"5756","GO:0046942","carboxylic acid transport",203,203,203,"0.53444"
"5757","GO:1901187","regulation of ephrin receptor signaling pathway",3,3,3,"0.53453"
"5758","GO:1900116","extracellular negative regulation of signal transduction",7,7,7,"0.53478"
"5759","GO:0002246","wound healing involved in inflammatory response",7,7,7,"0.53480"
"5760","GO:1900625","positive regulation of monocyte aggregation",3,3,3,"0.53485"
"5761","GO:2000288","positive regulation of myoblast proliferation",7,7,7,"0.53490"
"5762","GO:0002752","cell surface pattern recognition receptor signaling pathway",3,3,3,"0.53491"
"5763","GO:0060306","regulation of membrane repolarization",19,19,19,"0.53497"
"5764","GO:2001186","negative regulation of CD8-positive, alpha-beta T cell activation",5,5,5,"0.53507"
"5765","GO:0090611","ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway",5,5,5,"0.53524"
"5766","GO:0090181","regulation of cholesterol metabolic process",29,29,29,"0.53528"
"5767","GO:0046580","negative regulation of Ras protein signal transduction",47,47,47,"0.53530"
"5768","GO:0071550","death-inducing signaling complex assembly",2,2,2,"0.53542"
"5769","GO:0007131","reciprocal meiotic recombination",41,41,41,"0.53566"
"5770","GO:0032461","positive regulation of protein oligomerization",2,2,2,"0.53597"
"5771","GO:0006235","dTTP biosynthetic process",3,3,3,"0.53630"
"5772","GO:0031223","auditory behavior",8,8,8,"0.53642"
"5773","GO:0001516","prostaglandin biosynthetic process",21,21,21,"0.53647"
"5774","GO:0034199","activation of protein kinase A activity",2,2,2,"0.53648"
"5775","GO:0014722","regulation of skeletal muscle contraction by calcium ion signaling",2,2,2,"0.53653"
"5776","GO:0016331","morphogenesis of embryonic epithelium",118,118,118,"0.53654"
"5777","GO:0090618","DNA clamp unloading",2,2,2,"0.53661"
"5778","GO:0010657","muscle cell apoptotic process",79,79,79,"0.53719"
"5779","GO:0043116","negative regulation of vascular permeability",14,14,14,"0.53725"
"5780","GO:0031297","replication fork processing",32,32,32,"0.53729"
"5781","GO:0046339","diacylglycerol metabolic process",18,18,18,"0.53739"
"5782","GO:0033277","abortive mitotic cell cycle",2,2,2,"0.53740"
"5783","GO:0010808","positive regulation of synaptic vesicle priming",1,1,1,"0.53742"
"5784","GO:0006784","heme A biosynthetic process",2,2,2,"0.53766"
"5785","GO:0033197","response to vitamin E",2,2,2,"0.53766"
"5786","GO:0036369","transcription factor catabolic process",5,5,5,"0.53768"
"5787","GO:1990511","piRNA biosynthetic process",3,3,3,"0.53770"
"5788","GO:0006420","arginyl-tRNA aminoacylation",3,3,3,"0.53775"
"5789","GO:0097647","amylin receptor signaling pathway",2,2,2,"0.53792"
"5790","GO:0090083","regulation of inclusion body assembly",15,15,15,"0.53797"
"5791","GO:0120163","negative regulation of cold-induced thermogenesis",39,39,39,"0.53813"
"5792","GO:1901953","positive regulation of anterograde dense core granule transport",3,3,3,"0.53823"
"5793","GO:0045724","positive regulation of cilium assembly",25,25,25,"0.53831"
"5794","GO:0045659","negative regulation of neutrophil differentiation",2,2,2,"0.53832"
"5795","GO:0021842","chemorepulsion involved in interneuron migration from the subpallium to the cortex",1,1,1,"0.53863"
"5796","GO:0007158","neuron cell-cell adhesion",3,3,3,"0.53866"
"5797","GO:0097112","gamma-aminobutyric acid receptor clustering",3,3,3,"0.53866"
"5798","GO:0006121","mitochondrial electron transport, succinate to ubiquinone",4,4,4,"0.53892"
"5799","GO:0042538","hyperosmotic salinity response",9,9,9,"0.53900"
"5800","GO:0007275","multicellular organism development",3561,3561,3561,"0.53911"
"5801","GO:0021555","midbrain-hindbrain boundary morphogenesis",3,3,3,"0.53915"
"5802","GO:0010269","response to selenium ion",4,4,4,"0.53939"
"5803","GO:0060463","lung lobe morphogenesis",4,4,4,"0.53939"
"5804","GO:0097151","positive regulation of inhibitory postsynaptic potential",5,5,5,"0.53943"
"5805","GO:0051365","cellular response to potassium ion starvation",1,1,1,"0.53956"
"5806","GO:0032616","interleukin-13 production",17,17,17,"0.53958"
"5807","GO:0001736","establishment of planar polarity",40,40,40,"0.53961"
"5808","GO:0010817","regulation of hormone levels",310,310,310,"0.53978"
"5809","GO:1903779","regulation of cardiac conduction",9,9,9,"0.53986"
"5810","GO:0048679","regulation of axon regeneration",31,31,31,"0.53992"
"5811","GO:0006011","UDP-glucose metabolic process",2,2,2,"0.53997"
"5812","GO:0006857","oligopeptide transport",9,9,9,"0.54007"
"5813","GO:0019941","modification-dependent protein catabolic process",542,542,542,"0.54022"
"5814","GO:0032418","lysosome localization",68,68,68,"0.54031"
"5815","GO:0048304","positive regulation of isotype switching to IgG isotypes",11,11,11,"0.54040"
"5816","GO:1905668","positive regulation of protein localization to endosome",12,12,12,"0.54046"
"5817","GO:0000965","mitochondrial RNA 3'-end processing",5,5,5,"0.54047"
"5818","GO:1902817","negative regulation of protein localization to microtubule",4,4,4,"0.54050"
"5819","GO:0007214","gamma-aminobutyric acid signaling pathway",11,11,11,"0.54051"
"5820","GO:0090327","negative regulation of locomotion involved in locomotory behavior",2,2,2,"0.54055"
"5821","GO:0050996","positive regulation of lipid catabolic process",15,15,15,"0.54057"
"5822","GO:0035945","mitochondrial ncRNA surveillance",1,1,1,"0.54058"
"5823","GO:0035946","mitochondrial mRNA surveillance",1,1,1,"0.54058"
"5824","GO:1903025","regulation of RNA polymerase II regulatory region sequence-specific DNA binding",10,10,10,"0.54077"
"5825","GO:0097035","regulation of membrane lipid distribution",45,45,45,"0.54087"
"5826","GO:0051568","histone H3-K4 methylation",50,50,50,"0.54090"
"5827","GO:0006646","phosphatidylethanolamine biosynthetic process",8,8,8,"0.54132"
"5828","GO:0051151","negative regulation of smooth muscle cell differentiation",12,12,12,"0.54153"
"5829","GO:1903827","regulation of cellular protein localization",493,493,493,"0.54156"
"5830","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",109,109,109,"0.54162"
"5831","GO:0016032","viral process",271,271,271,"0.54179"
"5832","GO:1990678","histone H4-K16 deacetylation",1,1,1,"0.54179"
"5833","GO:0046177","D-gluconate catabolic process",2,2,2,"0.54187"
"5834","GO:0019322","pentose biosynthetic process",2,2,2,"0.54187"
"5835","GO:0043501","skeletal muscle adaptation",14,14,14,"0.54233"
"5836","GO:0150032","positive regulation of protein localization to lysosome",2,2,2,"0.54240"
"5837","GO:0090136","epithelial cell-cell adhesion",12,12,12,"0.54265"
"5838","GO:0001958","endochondral ossification",18,18,18,"0.54286"
"5839","GO:0002882","positive regulation of chronic inflammatory response to non-antigenic stimulus",1,1,1,"0.54291"
"5840","GO:0046328","regulation of JNK cascade",153,153,153,"0.54296"
"5841","GO:0048841","regulation of axon extension involved in axon guidance",23,23,23,"0.54299"
"5842","GO:0010893","positive regulation of steroid biosynthetic process",21,21,21,"0.54300"
"5843","GO:0072092","ureteric bud invasion",2,2,2,"0.54305"
"5844","GO:0050901","leukocyte tethering or rolling",26,26,26,"0.54326"
"5845","GO:0021793","chemorepulsion of branchiomotor axon",1,1,1,"0.54328"
"5846","GO:0021784","postganglionic parasympathetic fiber development",1,1,1,"0.54328"
"5847","GO:0021644","vagus nerve morphogenesis",1,1,1,"0.54328"
"5848","GO:0022604","regulation of cell morphogenesis",422,422,422,"0.54334"
"5849","GO:0050923","regulation of negative chemotaxis",3,3,3,"0.54336"
"5850","GO:0032929","negative regulation of superoxide anion generation",3,3,3,"0.54339"
"5851","GO:0031509","subtelomeric heterochromatin assembly",3,3,3,"0.54340"
"5852","GO:1902340","negative regulation of chromosome condensation",2,2,2,"0.54345"
"5853","GO:0006013","mannose metabolic process",10,10,10,"0.54349"
"5854","GO:0043549","regulation of kinase activity",607,607,607,"0.54355"
"5855","GO:0070489","T cell aggregation",3,3,3,"0.54355"
"5856","GO:0099171","presynaptic modulation of chemical synaptic transmission",13,13,13,"0.54359"
"5857","GO:0032386","regulation of intracellular transport",281,281,281,"0.54362"
"5858","GO:2000570","positive regulation of T-helper 2 cell activation",2,2,2,"0.54371"
"5859","GO:0071954","chemokine (C-C motif) ligand 11 production",2,2,2,"0.54371"
"5860","GO:0051685","maintenance of ER location",1,1,1,"0.54375"
"5861","GO:0031293","membrane protein intracellular domain proteolysis",6,6,6,"0.54380"
"5862","GO:0050806","positive regulation of synaptic transmission",124,124,124,"0.54386"
"5863","GO:0034625","fatty acid elongation, monounsaturated fatty acid",4,4,4,"0.54404"
"5864","GO:0034626","fatty acid elongation, polyunsaturated fatty acid",4,4,4,"0.54404"
"5865","GO:0019367","fatty acid elongation, saturated fatty acid",4,4,4,"0.54404"
"5866","GO:0042994","cytoplasmic sequestering of transcription factor",13,13,13,"0.54406"
"5867","GO:0018395","peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine",1,1,1,"0.54412"
"5868","GO:0007340","acrosome reaction",18,18,18,"0.54413"
"5869","GO:0035513","oxidative RNA demethylation",4,4,4,"0.54424"
"5870","GO:0071478","cellular response to radiation",130,130,130,"0.54429"
"5871","GO:0016095","polyprenol catabolic process",1,1,1,"0.54468"
"5872","GO:0016125","sterol metabolic process",102,102,102,"0.54476"
"5873","GO:0045214","sarcomere organization",26,26,26,"0.54477"
"5874","GO:0009298","GDP-mannose biosynthetic process",3,3,3,"0.54484"
"5875","GO:0000183","rDNA heterochromatin assembly",10,10,10,"0.54490"
"5876","GO:0034478","phosphatidylglycerol catabolic process",1,1,1,"0.54496"
"5877","GO:0031938","regulation of chromatin silencing at telomere",2,2,2,"0.54509"
"5878","GO:1902977","mitotic DNA replication preinitiation complex assembly",1,1,1,"0.54514"
"5879","GO:0006741","NADP biosynthetic process",4,4,4,"0.54535"
"5880","GO:0035523","protein K29-linked deubiquitination",3,3,3,"0.54544"
"5881","GO:1990168","protein K33-linked deubiquitination",3,3,3,"0.54544"
"5882","GO:0031424","keratinization",9,9,9,"0.54545"
"5883","GO:0097009","energy homeostasis",29,29,29,"0.54551"
"5884","GO:0032095","regulation of response to food",7,7,7,"0.54558"
"5885","GO:1904197","positive regulation of granulosa cell proliferation",1,1,1,"0.54561"
"5886","GO:1904213","negative regulation of iodide transmembrane transport",1,1,1,"0.54561"
"5887","GO:1904206","positive regulation of skeletal muscle hypertrophy",1,1,1,"0.54561"
"5888","GO:0043610","regulation of carbohydrate utilization",1,1,1,"0.54561"
"5889","GO:0048015","phosphatidylinositol-mediated signaling",120,120,120,"0.54578"
"5890","GO:1902037","negative regulation of hematopoietic stem cell differentiation",3,3,3,"0.54581"
"5891","GO:0031065","positive regulation of histone deacetylation",19,19,19,"0.54589"
"5892","GO:0045859","regulation of protein kinase activity",536,536,536,"0.54604"
"5893","GO:1905553","regulation of blood vessel branching",4,4,4,"0.54611"
"5894","GO:0001543","ovarian follicle rupture",1,1,1,"0.54617"
"5895","GO:0060311","negative regulation of elastin catabolic process",1,1,1,"0.54645"
"5896","GO:0007264","small GTPase mediated signal transduction",376,376,376,"0.54647"
"5897","GO:0033140","negative regulation of peptidyl-serine phosphorylation of STAT protein",3,3,3,"0.54651"
"5898","GO:1905667","negative regulation of protein localization to endosome",1,1,1,"0.54710"
"5899","GO:0035621","ER to Golgi ceramide transport",4,4,4,"0.54721"
"5900","GO:2000546","positive regulation of endothelial cell chemotaxis to fibroblast growth factor",2,2,2,"0.54727"
"5901","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",20,20,20,"0.54727"
"5902","GO:0016344","meiotic chromosome movement towards spindle pole",3,3,3,"0.54735"
"5903","GO:0022414","reproductive process",920,920,920,"0.54756"
"5904","GO:0033206","meiotic cytokinesis",9,9,9,"0.54757"
"5905","GO:0001100","negative regulation of exit from mitosis",1,1,1,"0.54766"
"5906","GO:0003331","positive regulation of extracellular matrix constituent secretion",1,1,1,"0.54766"
"5907","GO:0031016","pancreas development",49,49,49,"0.54784"
"5908","GO:0009086","methionine biosynthetic process",10,10,10,"0.54789"
"5909","GO:0016482","cytosolic transport",147,147,147,"0.54790"
"5910","GO:0060068","vagina development",7,7,7,"0.54795"
"5911","GO:2001295","malonyl-CoA biosynthetic process",1,1,1,"0.54804"
"5912","GO:0006359","regulation of transcription by RNA polymerase III",15,15,15,"0.54832"
"5913","GO:0019408","dolichol biosynthetic process",2,2,2,"0.54833"
"5914","GO:0016049","cell growth",383,383,383,"0.54834"
"5915","GO:0032876","negative regulation of DNA endoreduplication",1,1,1,"0.54841"
"5916","GO:0048813","dendrite morphogenesis",142,142,142,"0.54841"
"5917","GO:0044557","relaxation of smooth muscle",8,8,8,"0.54852"
"5918","GO:0061337","cardiac conduction",40,40,40,"0.54852"
"5919","GO:0006970","response to osmotic stress",57,57,57,"0.54853"
"5920","GO:0110104","mRNA alternative polyadenylation",4,4,4,"0.54861"
"5921","GO:0086097","phospholipase C-activating angiotensin-activated signaling pathway",2,2,2,"0.54872"
"5922","GO:1900076","regulation of cellular response to insulin stimulus",68,68,68,"0.54874"
"5923","GO:0061515","myeloid cell development",74,74,74,"0.54874"
"5924","GO:0086064","cell communication by electrical coupling involved in cardiac conduction",3,3,3,"0.54877"
"5925","GO:0044336","canonical Wnt signaling pathway involved in negative regulation of apoptotic process",4,4,4,"0.54880"
"5926","GO:0021954","central nervous system neuron development",58,58,58,"0.54883"
"5927","GO:0048006","antigen processing and presentation, endogenous lipid antigen via MHC class Ib",2,2,2,"0.54886"
"5928","GO:2001021","negative regulation of response to DNA damage stimulus",68,68,68,"0.54890"
"5929","GO:0006668","sphinganine-1-phosphate metabolic process",2,2,2,"0.54948"
"5930","GO:0042448","progesterone metabolic process",9,9,9,"0.55013"
"5931","GO:1902622","regulation of neutrophil migration",41,41,41,"0.55034"
"5932","GO:0090656","t-circle formation",8,8,8,"0.55040"
"5933","GO:1901329","regulation of odontoblast differentiation",2,2,2,"0.55044"
"5934","GO:0030334","regulation of cell migration",700,700,700,"0.55058"
"5935","GO:0030307","positive regulation of cell growth",147,147,147,"0.55068"
"5936","GO:0032006","regulation of TOR signaling",90,90,90,"0.55071"
"5937","GO:2000393","negative regulation of lamellipodium morphogenesis",2,2,2,"0.55084"
"5938","GO:0042755","eating behavior",21,21,21,"0.55092"
"5939","GO:0036158","outer dynein arm assembly",10,10,10,"0.55125"
"5940","GO:0048589","developmental growth",535,535,535,"0.55150"
"5941","GO:0033633","negative regulation of cell-cell adhesion mediated by integrin",2,2,2,"0.55163"
"5942","GO:0006851","mitochondrial calcium ion transmembrane transport",17,17,17,"0.55189"
"5943","GO:0046512","sphingosine biosynthetic process",11,11,11,"0.55215"
"5944","GO:1902883","negative regulation of response to oxidative stress",48,48,48,"0.55219"
"5945","GO:0001523","retinoid metabolic process",23,23,23,"0.55222"
"5946","GO:1900182","positive regulation of protein localization to nucleus",77,77,77,"0.55225"
"5947","GO:0060318","definitive erythrocyte differentiation",8,8,8,"0.55233"
"5948","GO:0001765","membrane raft assembly",9,9,9,"0.55237"
"5949","GO:0042476","odontogenesis",67,67,67,"0.55244"
"5950","GO:1904434","positive regulation of ferrous iron binding",2,2,2,"0.55255"
"5951","GO:1904437","positive regulation of transferrin receptor binding",2,2,2,"0.55255"
"5952","GO:0021966","corticospinal neuron axon guidance",2,2,2,"0.55265"
"5953","GO:0043313","regulation of neutrophil degranulation",8,8,8,"0.55304"
"5954","GO:0006778","porphyrin-containing compound metabolic process",34,34,34,"0.55336"
"5955","GO:0010898","positive regulation of triglyceride catabolic process",5,5,5,"0.55336"
"5956","GO:0000720","pyrimidine dimer repair by nucleotide-excision repair",4,4,4,"0.55337"
"5957","GO:0097510","base-excision repair, AP site formation via deaminated base removal",1,1,1,"0.55345"
"5958","GO:0090331","negative regulation of platelet aggregation",11,11,11,"0.55350"
"5959","GO:0006682","galactosylceramide biosynthetic process",4,4,4,"0.55356"
"5960","GO:0015696","ammonium transport",7,7,7,"0.55362"
"5961","GO:0006971","hypotonic response",7,7,7,"0.55375"
"5962","GO:0009812","flavonoid metabolic process",6,6,6,"0.55376"
"5963","GO:0009804","coumarin metabolic process",3,3,3,"0.55391"
"5964","GO:0017143","insecticide metabolic process",1,1,1,"0.55392"
"5965","GO:0019341","dibenzo-p-dioxin catabolic process",1,1,1,"0.55392"
"5966","GO:0002933","lipid hydroxylation",1,1,1,"0.55392"
"5967","GO:0045777","positive regulation of blood pressure",23,23,23,"0.55408"
"5968","GO:0051039","positive regulation of transcription involved in meiotic cell cycle",1,1,1,"0.55420"
"5969","GO:0001207","histone displacement",1,1,1,"0.55420"
"5970","GO:0009225","nucleotide-sugar metabolic process",31,31,31,"0.55439"
"5971","GO:1905007","positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation",4,4,4,"0.55450"
"5972","GO:0035928","rRNA import into mitochondrion",3,3,3,"0.55460"
"5973","GO:1990166","protein localization to site of double-strand break",3,3,3,"0.55471"
"5974","GO:1990869","cellular response to chemokine",41,41,41,"0.55474"
"5975","GO:0032481","positive regulation of type I interferon production",50,50,50,"0.55484"
"5976","GO:1990755","mitotic spindle microtubule depolymerization",1,1,1,"0.55504"
"5977","GO:1900746","regulation of vascular endothelial growth factor signaling pathway",14,14,14,"0.55504"
"5978","GO:0051343","positive regulation of cyclic-nucleotide phosphodiesterase activity",1,1,1,"0.55523"
"5979","GO:1900242","regulation of synaptic vesicle endocytosis",17,17,17,"0.55531"
"5980","GO:0016036","cellular response to phosphate starvation",2,2,2,"0.55533"
"5981","GO:0071363","cellular response to growth factor stimulus",411,411,411,"0.55561"
"5982","GO:0014031","mesenchymal cell development",51,51,51,"0.55578"
"5983","GO:0021846","cell proliferation in forebrain",19,19,19,"0.55604"
"5984","GO:1904750","negative regulation of protein localization to nucleolus",1,1,1,"0.55644"
"5985","GO:0070945","neutrophil-mediated killing of gram-negative bacterium",6,6,6,"0.55666"
"5986","GO:0032901","positive regulation of neurotrophin production",1,1,1,"0.55672"
"5987","GO:0021979","hypothalamus cell differentiation",4,4,4,"0.55676"
"5988","GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress",5,5,5,"0.55676"
"5989","GO:0001658","branching involved in ureteric bud morphogenesis",30,30,30,"0.55691"
"5990","GO:0045844","positive regulation of striated muscle tissue development",54,54,54,"0.55720"
"5991","GO:0086016","AV node cell action potential",6,6,6,"0.55731"
"5992","GO:0060545","positive regulation of necroptotic process",3,3,3,"0.55735"
"5993","GO:1902993","positive regulation of amyloid precursor protein catabolic process",21,21,21,"0.55739"
"5994","GO:0045730","respiratory burst",25,25,25,"0.55756"
"5995","GO:0099150","regulation of postsynaptic specialization assembly",10,10,10,"0.55759"
"5996","GO:0016139","glycoside catabolic process",8,8,8,"0.55760"
"5997","GO:0070372","regulation of ERK1 and ERK2 cascade",214,214,214,"0.55769"
"5998","GO:0035582","sequestering of BMP in extracellular matrix",3,3,3,"0.55795"
"5999","GO:0042276","error-prone translesion synthesis",6,6,6,"0.55806"
"6000","GO:0001781","neutrophil apoptotic process",13,13,13,"0.55809"
"6001","GO:2001271","negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis",3,3,3,"0.55811"
"6002","GO:0060379","cardiac muscle cell myoblast differentiation",5,5,5,"0.55811"
"6003","GO:2000798","negative regulation of amniotic stem cell differentiation",1,1,1,"0.55813"
"6004","GO:2000706","negative regulation of dense core granule biogenesis",1,1,1,"0.55813"
"6005","GO:0061938","protein localization to somatodendritic compartment",1,1,1,"0.55822"
"6006","GO:0051838","cytolysis by host of symbiont cells",3,3,3,"0.55827"
"6007","GO:1905035","negative regulation of antifungal innate immune response",1,1,1,"0.55831"
"6008","GO:0000226","microtubule cytoskeleton organization",483,483,483,"0.55845"
"6009","GO:0010165","response to X-ray",22,22,22,"0.55855"
"6010","GO:0051573","negative regulation of histone H3-K9 methylation",12,12,12,"0.55857"
"6011","GO:0045333","cellular respiration",146,146,146,"0.55903"
"6012","GO:0048014","Tie signaling pathway",3,3,3,"0.55935"
"6013","GO:0007020","microtubule nucleation",25,25,25,"0.55946"
"6014","GO:0032211","negative regulation of telomere maintenance via telomerase",19,19,19,"0.55959"
"6015","GO:0002526","acute inflammatory response",74,74,74,"0.55979"
"6016","GO:0006664","glycolipid metabolic process",68,68,68,"0.55990"
"6017","GO:0003211","cardiac ventricle formation",4,4,4,"0.56012"
"6018","GO:0006525","arginine metabolic process",12,12,12,"0.56019"
"6019","GO:0019677","NAD catabolic process",3,3,3,"0.56027"
"6020","GO:0061757","leukocyte adhesion to arterial endothelial cell",4,4,4,"0.56031"
"6021","GO:0010459","negative regulation of heart rate",6,6,6,"0.56043"
"6022","GO:0097080","plasma membrane selenite transport",1,1,1,"0.56047"
"6023","GO:1990540","mitochondrial manganese ion transmembrane transport",1,1,1,"0.56047"
