seqnames,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS
chr7,104244187,104244995,809,*,501.2637,-1.318965,0.2123255,-6.211997,5.231538e-10,2.132523e-09,Promoter (<=1kb),7,104244457,104262234,17778,1,94094,ENSMUST00000106849.8,0
chr1,156420556,156421358,803,*,447.8003,-1.35095,0.2174805,-6.211823,5.237348e-10,2.134697e-09,Promoter (<=1kb),1,156323509,156421159,97651,2,77352,ENSMUST00000178036.7,0
chrX,70385026,70386293,1268,*,527.5583,-1.307396,0.2105792,-6.208571,5.346844e-10,2.178731e-09,Promoter (<=1kb),20,70385877,70389417,3541,1,68618,ENSMUST00000053981.5,0
chr16,97879168,97879689,522,*,123.9088,-2.010766,0.3238785,-6.208397,5.352787e-10,2.181054e-09,Promoter (<=1kb),16,97870180,97879674,9495,2,207781,ENSMUST00000231903.1,0
chr10,12866813,12867715,903,*,154.1222,1.975295,0.3181695,6.208311,5.355717e-10,2.182148e-09,Promoter (<=1kb),10,12720825,12868171,147347,2,22288,ENSMUST00000219584.1,456
chr6,128345458,128346076,619,*,85.4701,2.719424,0.4380814,6.207578,5.380726e-10,2.192039e-09,Intron (ENSMUST00000001562.8/22158, intron 1 of 10),6,128334477,128355815,21339,2,22158,ENSMUST00000133134.2,9739
chr2,162998356,162999030,675,*,153.7931,-1.94629,0.3135511,-6.207249,5.39202e-10,2.19644e-09,Promoter (<=1kb),2,162998112,163006833,8722,1,27219,ENSMUST00000139053.1,244
chr9,102521336,102521817,482,*,63.97247,3.386292,0.545635,6.206148,5.429893e-10,2.211566e-09,Promoter (<=1kb),9,102521336,102528059,6724,1,16716,ENSMUST00000190609.1,0
chr17,7430116,7430784,669,*,70.60293,3.112131,0.5015392,6.205161,5.464097e-10,2.224687e-09,Exon (ENSMUST00000232495.1/ENSMUST00000232495.1, exon 1 of 1),17,7362815,7385464,22650,2,667055,ENSMUST00000070059.4,-44652
chr13,37825686,37826259,574,*,142.9468,-1.871429,0.3018129,-6.200626,5.623913e-10,2.28882e-09,Promoter (<=1kb),13,37825975,37893826,67852,1,68750,ENSMUST00000138043.7,0
chrX,85869985,85870541,557,*,57.45052,4.007147,0.6465427,6.197808,5.72549e-10,2.329101e-09,Promoter (<=1kb),20,85870354,85891499,21146,1,71398,ENSMUST00000113976.1,0
chr17,6007764,6008371,608,*,99.99163,2.560186,0.413089,6.197661,5.730825e-10,2.331165e-09,Promoter (<=1kb),17,6008034,6017627,9594,1,20975,ENSMUST00000232567.1,0
chr15,76537737,76538014,278,*,99.53938,-2.222478,0.3586401,-6.196961,5.756393e-10,2.341247e-09,Promoter (<=1kb),15,76537219,76537986,768,2,30840,ENSMUST00000229273.1,0
chr2,65238356,65239491,1136,*,103.6924,2.587158,0.4176571,6.194454,5.848725e-10,2.378476e-09,Promoter (<=1kb),2,65088339,65238626,150288,2,319876,ENSMUST00000112429.8,0
chr1,85793100,85793721,622,*,261.7839,-1.547541,0.2499276,-6.191957,5.942183e-10,2.415166e-09,Promoter (<=1kb),1,85793441,85851576,58136,1,12283,ENSMUST00000113360.7,0
chr13,3609905,3610591,687,*,255.7693,-1.577577,0.2547824,-6.191862,5.945772e-10,2.416515e-09,Promoter (<=1kb),13,3596870,3610807,13938,2,105203,ENSMUST00000223327.1,216
chr18,14682613,14683546,934,*,328.1794,-1.512761,0.2443697,-6.190461,5.998864e-10,2.437761e-09,Promoter (<=1kb),18,14624198,14682766,58569,2,268996,ENSMUST00000040964.12,0
chr10,12867847,12868835,989,*,219.0473,1.752225,0.2831993,6.187252,6.122198e-10,2.487317e-09,Promoter (<=1kb),10,12720825,12868171,147347,2,22288,ENSMUST00000219584.1,0
chr1,106713696,106714845,1150,*,134.3507,2.090741,0.3379749,6.186083,6.167768e-10,2.505603e-09,Promoter (<=1kb),1,106538178,106714274,176097,2,12043,ENSMUST00000112751.1,0
chr18,82855433,82856845,1413,*,209.0801,1.815856,0.2937164,6.182345,6.315626e-10,2.564157e-09,Promoter (<=1kb),18,82855894,82859227,3334,1,73985,ENSMUST00000235556.1,0
chr11,84916089,84916600,512,*,397.87,-1.39879,0.226266,-6.182062,6.32696e-10,2.568526e-09,Promoter (<=1kb),11,84910950,84916366,5417,2,448850,ENSMUST00000103195.4,0
chr12,110674318,110674593,276,*,47.53994,-3.033502,0.4907211,-6.181724,6.340518e-10,2.573797e-09,Intron (ENSMUST00000070659.6/66323, intron 1 of 5),12,110668851,110682612,13762,2,66323,ENSMUST00000222915.1,8019
chr2,161108810,161109571,762,*,1628.586,-1.123607,0.1817845,-6.180984,6.370334e-10,2.585666e-09,Promoter (<=1kb),2,160946978,161109022,162045,2,71389,ENSMUST00000039782.13,0
chr2,49450945,49451181,237,*,101.1634,-2.151732,0.3481273,-6.180877,6.374634e-10,2.587294e-09,Promoter (<=1kb),2,49451486,49551948,100463,1,227867,ENSMUST00000092123.10,-305
chr9,108491982,108492471,490,*,310.554,-1.483088,0.2399526,-6.180753,6.379668e-10,2.58922e-09,Promoter (<=1kb),9,108492693,108494922,2230,1,71472,ENSMUST00000192854.5,-222
chr8,33885658,33886082,425,*,96.39748,-2.259692,0.3657641,-6.178003,6.491729e-10,2.632791e-09,Exon (ENSMUST00000182843.1/ENSMUST00000182843.1, exon 1 of 2),8,33806764,33889782,83019,2,19663,ENSMUST00000183088.1,3700
chr19,53033170,53033461,292,*,75.64286,-2.904128,0.4700858,-6.177868,6.497316e-10,2.634938e-09,Promoter (<=1kb),19,53033648,53084395,50748,1,78457,ENSMUST00000235589.1,-187
chr11,102578655,102579186,532,*,119.3028,-2.075196,0.3360095,-6.176005,6.574406e-10,2.665356e-09,Promoter (<=1kb),11,102576491,102579119,2629,2,100040792,ENSMUST00000107080.1,0
chr14,100459105,100459573,469,*,62.14399,3.655172,0.592136,6.172859,6.7066e-10,2.717842e-09,Exon (ENSMUST00000227740.1/ENSMUST00000227740.1, exon 1 of 2),14,99870632,100284679,414048,2,16597,ENSMUST00000228216.1,-174426
chr3,146450070,146451044,975,*,1212.443,-1.182938,0.1916377,-6.172785,6.709732e-10,2.718988e-09,Promoter (<=1kb),3,146450470,146465849,15380,1,74245,ENSMUST00000061937.12,0
chr6,125215026,125215948,923,*,1336.385,-1.133977,0.1837542,-6.171165,6.778876e-10,2.746759e-09,Promoter (<=1kb),6,125215551,125222306,6756,1,22317,ENSMUST00000032487.13,0
chr14,15769792,15770335,544,*,63.18115,3.381759,0.5481681,6.169201,6.86358e-10,2.780703e-09,Exon (ENSMUST00000224585.1/ENSMUST00000224585.1, exon 1 of 6),14,15357522,15438987,81466,2,218763,ENSMUST00000055211.5,-330805
chr12,16589331,16589956,626,*,313.0991,-1.467199,0.2378989,-6.167323,6.945592e-10,2.813166e-09,Promoter (<=1kb),12,16535669,16589770,54102,2,14245,ENSMUST00000067124.5,0
chr1,183368972,183370045,1074,*,528.1938,-1.293848,0.2098248,-6.166328,6.989398e-10,2.830397e-09,Promoter (<=1kb),1,183356346,183369553,13208,2,338366,ENSMUST00000194543.2,0
chr7,29859799,29860501,703,*,109.6964,2.304839,0.3737952,6.166049,7.001752e-10,2.835271e-09,Promoter (<=1kb),7,29859979,29876505,16527,1,233058,ENSMUST00000074876.12,0
chr11,87422480,87423824,1345,*,1007.527,-1.203624,0.1952316,-6.165106,7.043612e-10,2.851835e-09,Exon (ENSMUST00000093684.1/ENSMUST00000093684.1, exon 1 of 1),11,87427591,87484766,57176,1,83560,ENSMUST00000156483.1,-3767
chr3,51796281,51796884,604,*,94.91767,-2.20106,0.3570429,-6.164692,7.062029e-10,2.859162e-09,Promoter (<=1kb),3,51685907,51796536,110630,2,433586,ENSMUST00000118075.6,0
chr2,93849460,93850173,714,*,203.3605,1.808734,0.2934336,6.164032,7.091562e-10,2.870522e-09,Promoter (<=1kb),2,93833467,93849941,16475,2,329470,ENSMUST00000111246.7,0
chr12,56345420,56346263,844,*,659.1237,-1.289259,0.2092252,-6.162064,7.180291e-10,2.905598e-09,Promoter (<=1kb),12,56328303,56345894,17592,2,217588,ENSMUST00000021416.8,0
chr4,128727180,128727730,551,*,127.5,-1.975187,0.3205967,-6.16097,7.23008e-10,2.924424e-09,Promoter (<=1kb),4,128727581,128752881,25301,1,54383,ENSMUST00000143632.7,0
chr17,47410260,47410999,740,*,97.79754,-2.247881,0.3648806,-6.160594,7.247274e-10,2.931114e-09,Exon (ENSMUST00000177586.2/ENSMUST00000177586.2, exon 1 of 1),17,47413383,47414711,1329,2,75462,ENSMUST00000125507.1,3712
chr1,111863998,111865276,1279,*,449.1475,1.574727,0.25565,6.1597,7.288306e-10,2.947443e-09,Promoter (<=1kb),1,111858702,111864768,6067,2,319901,ENSMUST00000186365.1,0
chr8,34054000,34054836,837,*,133.2461,2.243124,0.3641645,6.159644,7.290872e-10,2.948347e-09,Exon (ENSMUST00000149618.1/ENSMUST00000149618.1, exon 1 of 2),8,34090607,34092925,2319,2,22428,ENSMUST00000123113.1,38089
chr5,103424697,103425365,669,*,259.231,-1.570901,0.2550754,-6.158578,7.340111e-10,2.967723e-09,Promoter (<=1kb),5,103425192,103541434,116243,1,19249,ENSMUST00000199412.4,0
chr5,137030032,137030457,426,*,254.8918,-1.668396,0.2710604,-6.15507,7.504446e-10,3.032523e-09,Promoter (<=1kb),5,137030295,137033351,3057,1,381677,ENSMUST00000041543.8,0
chr6,122952247,122952848,602,*,74.39971,2.975889,0.4835735,6.153955,7.557422e-10,3.053518e-09,Promoter (<=1kb),6,122952515,122969875,17361,1,73149,ENSMUST00000117173.7,0
chr7,12949299,12950305,1007,*,1541.126,-1.11802,0.1816999,-6.153111,7.597744e-10,3.069256e-09,Exon (ENSMUST00000181128.1/ENSMUST00000181128.1, exon 2 of 2),7,12965838,12973822,7985,1,243834,ENSMUST00000038701.7,-15533
chr2,112239117,112239956,840,*,325.7611,-1.43476,0.2332404,-6.151422,7.679127e-10,3.101153e-09,Promoter (<=1kb),2,112239468,112247111,7644,1,99010,ENSMUST00000028554.3,0
chr2,118545807,118546088,282,*,118.3524,-2.164709,0.3519208,-6.151125,7.693505e-10,3.106819e-09,Promoter (<=1kb),2,118532055,118545316,13262,2,171543,ENSMUST00000154521.1,-491
chr14,46084215,46084424,210,*,33.19236,-4.05954,0.6599925,-6.150888,7.705052e-10,3.111342e-09,Exon (ENSMUST00000227415.1/ENSMUST00000227415.1, exon 1 of 2),14,46379414,46383418,4005,1,100041724,ENSMUST00000141358.1,-294990
chr9,55149581,55150249,669,*,101.4417,-2.246746,0.3653698,-6.14924,7.785499e-10,3.142976e-09,Promoter (<=1kb),9,55150083,55206808,56726,1,109161,ENSMUST00000122441.1,0
chr7,19093159,19094304,1146,*,666.7063,-1.244343,0.2023612,-6.14912,7.791413e-10,3.145222e-09,Promoter (<=1kb),7,19094594,19098549,3956,1,20475,ENSMUST00000049454.5,-290
chr2,11501215,11502547,1333,*,238.5821,1.660676,0.2701753,6.146661,7.913104e-10,3.193339e-09,Promoter (<=1kb),2,11471791,11502101,30311,2,170768,ENSMUST00000179584.7,0
chr10,63386419,63386890,472,*,278.3606,-1.55311,0.2527313,-6.1453,7.981228e-10,3.220104e-09,Promoter (<=1kb),10,63386563,63410576,24014,1,30045,ENSMUST00000043317.6,0
chr10,3740141,3741092,952,*,84.83631,2.659783,0.432886,6.144303,8.031523e-10,3.239813e-09,Promoter (<=1kb),10,3740364,3967303,226940,1,213783,ENSMUST00000120274.7,0
chr3,115714709,115716588,1880,*,490.6985,1.381227,0.2248442,6.14304,8.095678e-10,3.265104e-09,Promoter (<=1kb),3,115710433,115715072,4640,2,13609,ENSMUST00000055676.3,0
chr14,76010430,76011131,702,*,290.0678,-1.47676,0.2404066,-6.142759,8.110038e-10,3.270748e-09,Promoter (<=1kb),14,75896937,76010865,113929,2,68705,ENSMUST00000088922.4,0
chr6,5255653,5256618,966,*,343.4439,-1.458954,0.2375319,-6.142139,8.141757e-10,3.283392e-09,Promoter (<=1kb),6,5220852,5256233,35382,2,269823,ENSMUST00000129344.7,0
chr16,10975020,10975319,300,*,386.8278,-1.445445,0.2353582,-6.141468,8.176249e-10,3.297154e-09,Promoter (<=1kb),16,10960824,10975579,14756,2,56722,ENSMUST00000117360.7,260
chr12,74824743,74825464,722,*,55.49459,4.132858,0.6732118,6.139016,8.303432e-10,3.347688e-09,Exon (ENSMUST00000223498.1/ENSMUST00000223498.1, exon 1 of 2),12,74897220,75177332,280113,2,238271,ENSMUST00000042299.3,351868
chr13,9276309,9276955,647,*,77.4211,3.176056,0.5173656,6.1389,8.309461e-10,3.349968e-09,Promoter (<=1kb),13,9276528,9668928,392401,1,208440,ENSMUST00000174552.7,0
chr10,111103062,111103489,428,*,162.2269,1.932931,0.3148723,6.138776,8.315949e-10,3.352433e-09,Distal Intergenic,10,111164752,111297249,132498,1,237542,ENSMUST00000105275.8,-61263
chr1,157458139,157458748,610,*,172.0651,1.860623,0.3031239,6.138159,8.348348e-10,3.365191e-09,Promoter (<=1kb),1,157458577,157488628,30052,1,226527,ENSMUST00000193791.5,0
chr6,59023974,59024910,937,*,170.2217,1.87943,0.3061943,6.138031,8.355062e-10,3.367745e-09,Promoter (<=1kb),6,58932090,59024549,92460,2,58909,ENSMUST00000089860.11,0
chr10,62231077,62231641,565,*,240.8584,-1.552415,0.252979,-6.136538,8.433941e-10,3.398163e-09,Promoter (<=1kb),10,62185396,62231251,45856,2,70423,ENSMUST00000047883.10,0
chr1,161250796,161251721,926,*,611.2123,-1.286884,0.2097176,-6.136269,8.448219e-10,3.403763e-09,Promoter (<=1kb),1,161240112,161251219,11108,2,11758,ENSMUST00000071718.11,0
chr1,137898240,137898835,596,*,257.4818,1.630007,0.2656704,6.135449,8.491878e-10,3.420892e-09,Exon (ENSMUST00000187561.1/ENSMUST00000187561.1, exon 1 of 1),1,137966455,137966541,87,1,735252,ENSMUST00000083631.1,-67620
chr10,67536831,67538021,1191,*,263.3763,1.614168,0.2631363,6.134343,8.551184e-10,3.444318e-09,Promoter (<=1kb),10,67537869,67542188,4320,1,13654,ENSMUST00000048289.13,0
chrX,155215608,155216901,1294,*,1025.216,-1.165637,0.1900288,-6.134002,8.569532e-10,3.451242e-09,Promoter (<=1kb),20,155213132,155216449,3318,2,20229,ENSMUST00000026318.14,0
chr11,21370427,21371552,1126,*,487.1772,-1.368067,0.2230386,-6.133768,8.582175e-10,3.455868e-09,Promoter (<=1kb),11,21321138,21370477,49340,2,216558,ENSMUST00000102875.10,0
chr14,70766570,70767152,583,*,259.9786,-1.554961,0.2535817,-6.13199,8.678653e-10,3.493775e-09,Promoter (<=1kb),14,70654246,70766628,112383,2,65246,ENSMUST00000167242.7,0
chr15,82251702,82251909,208,*,32.53826,-3.901555,0.6362902,-6.131723,8.693222e-10,3.499338e-09,Promoter (<=1kb),15,82252397,82260738,8342,1,76505,ENSMUST00000136948.2,-488
chr6,43266252,43267237,986,*,89.63805,2.630505,0.4290022,6.131683,8.69541e-10,3.500049e-09,Promoter (<=1kb),6,43265582,43289320,23739,1,54324,ENSMUST00000031750.13,670
chr3,122169448,122170052,605,*,141.0281,-1.85675,0.3028255,-6.13142,8.709799e-10,3.505526e-09,Promoter (<=1kb),3,122169965,122170992,1028,1,11304,ENSMUST00000197728.1,0
chr1,16105659,16105975,317,*,128.2751,-1.916762,0.3126684,-6.130333,8.769543e-10,3.528937e-09,Promoter (<=1kb),1,16105774,16133734,27961,1,98711,ENSMUST00000027053.7,0
chr9,3199735,3199961,227,*,38.70279,-3.592205,0.5861461,-6.128515,8.870315e-10,3.568847e-09,Promoter (<=1kb),9,3133847,3199782,65936,2,114673,ENSMUST00000048921.12,0
chr2,165287670,165288040,371,*,151.9336,-1.840293,0.3003089,-6.127999,8.899115e-10,3.580113e-09,Promoter (<=1kb),2,165276554,165287755,11202,2,228875,ENSMUST00000109298.7,0
chr10,10184294,10185116,823,*,155.7851,2.069871,0.3377833,6.127807,8.909853e-10,3.584111e-09,Exon (ENSMUST00000208997.1/ENSMUST00000208997.1, exon 1 of 2),10,10335709,10411744,76036,2,215772,ENSMUST00000148816.7,226628
chr2,104493897,104494778,882,*,199.5302,-1.684798,0.2749921,-6.126713,8.971308e-10,3.608022e-09,Promoter (<=1kb),2,104426481,104494446,67966,2,15259,ENSMUST00000028600.13,0
chr2,83723831,83724612,782,*,113.9955,2.400933,0.3919586,6.125477,9.041205e-10,3.635806e-09,Promoter (<=1kb),2,83724397,83756797,32401,1,16410,ENSMUST00000125360.7,0
chr1,55087219,55088719,1501,*,855.6186,-1.220224,0.1992146,-6.125174,9.058478e-10,3.642209e-09,Promoter (<=1kb),1,55077835,55088024,10190,2,15510,ENSMUST00000027123.14,0
chr11,100860145,100860899,755,*,413.316,-1.388529,0.2266923,-6.125169,9.058754e-10,3.642209e-09,Promoter (<=1kb),11,100860345,100863220,2876,1,20850,ENSMUST00000138083.7,0
chr9,96118977,96119761,785,*,542.0921,-1.354853,0.2212144,-6.124616,9.090269e-10,3.654552e-09,Promoter (<=1kb),9,96119362,96180190,60829,1,235533,ENSMUST00000085217.11,0
chr10,88200921,88201659,739,*,543.347,-1.277541,0.2086226,-6.123694,9.14304e-10,3.674778e-09,Promoter (<=1kb),10,88201093,88246158,45066,1,67282,ENSMUST00000020248.15,0
chr7,44553055,44553722,668,*,311.856,-1.471229,0.2403309,-6.121682,9.259239e-10,3.720645e-09,Promoter (<=1kb),7,44549616,44553686,4071,2,22260,ENSMUST00000107912.7,0
chr14,18893646,18894430,785,*,100.8508,2.406838,0.3932362,6.12059,9.322969e-10,3.745246e-09,Promoter (<=1kb),14,18573577,18893776,320200,2,218793,ENSMUST00000150727.7,0
chr11,72475312,72476049,738,*,135.7799,2.06969,0.3383541,6.116935,9.539206e-10,3.830223e-09,Promoter (<=1kb),11,72459029,72475027,15999,2,216892,ENSMUST00000147418.1,-285
chrX,56374251,56375070,820,*,73.19986,3.0435,0.4975581,6.116874,9.542883e-10,3.831528e-09,Promoter (<=1kb),20,56374586,56377799,3214,1,320237,ENSMUST00000068106.4,0
chr12,70111850,70112252,403,*,155.533,-1.785253,0.2919496,-6.114936,9.65956e-10,3.877639e-09,Promoter (<=1kb),12,70018739,70112035,93297,2,18080,ENSMUST00000095666.12,0
chr3,28262414,28263560,1147,*,198.3008,1.756918,0.2873287,6.114663,9.676109e-10,3.8838e-09,Promoter (<=1kb),3,28263214,28670585,407372,1,665113,ENSMUST00000160934.7,0
chr4,132732202,132732726,525,*,249.9,-1.562774,0.2555933,-6.114299,9.698213e-10,3.892323e-09,Promoter (<=1kb),4,132724897,132732546,7650,2,381560,ENSMUST00000045550.4,0
chr11,32588427,32588741,315,*,58.47235,-2.678325,0.4380543,-6.11414,9.707914e-10,3.896042e-09,Promoter (<=1kb),11,32588595,32598528,9934,1,20868,ENSMUST00000143397.1,0
chr10,28074450,28075154,705,*,98.35328,2.468327,0.4037544,6.113436,9.750855e-10,3.912749e-09,Promoter (<=1kb),10,28074820,28597397,522578,1,19272,ENSMUST00000166468.1,0
chr7,83884103,83884746,644,*,557.7776,-1.342816,0.2197191,-6.111511,9.86919e-10,3.959524e-09,Promoter (<=1kb),7,83884466,83897940,13475,1,67943,ENSMUST00000138803.7,0
chr8,4250579,4250952,374,*,213.278,-1.635595,0.2677469,-6.108734,1.004248e-09,4.028147e-09,Promoter (<=1kb),8,4250937,4251423,487,1,100044509,ENSMUST00000208029.1,0
chr11,48991832,48992222,391,*,60.19699,-2.643261,0.4327193,-6.108488,1.005792e-09,4.03416e-09,Promoter (<=1kb),11,48904658,48992226,87569,2,620913,ENSMUST00000059930.2,4
chr1,130691928,130692211,284,*,71.19457,-2.434458,0.3986384,-6.106932,1.015647e-09,4.07314e-09,Exon (ENSMUST00000187522.1/ENSMUST00000187522.1, exon 1 of 1),1,130670261,130684071,13811,2,12270,ENSMUST00000189393.1,-7857
chr17,23853317,23853630,314,*,104.9768,-2.056472,0.3367922,-6.106056,1.021229e-09,4.094793e-09,Promoter (<=1kb),17,23853543,23859776,6234,1,69814,ENSMUST00000061725.7,0
chr17,13682398,13683022,625,*,85.64089,2.619164,0.4290711,6.104265,1.03275e-09,4.13969e-09,Intron (ENSMUST00000135850.7/72578, intron 1 of 4),17,13489273,13668891,179619,2,72578,ENSMUST00000185626.6,-13507
chr9,14274939,14275446,508,*,179.145,1.893981,0.310286,6.103984,1.034567e-09,4.1466e-09,Promoter (<=1kb),9,14275067,14325817,50751,1,75747,ENSMUST00000209187.1,0
chr13,74639409,74640534,1126,*,435.6532,-1.365022,0.2236592,-6.103135,1.040081e-09,4.168518e-09,Promoter (<=1kb),13,74639568,74693201,53634,1,80898,ENSMUST00000169114.2,0
chr1,88318580,88319072,493,*,85.64223,-2.381217,0.3903224,-6.10064,1.056444e-09,4.231447e-09,Promoter (<=1kb),1,88318913,88388851,69939,1,171382,ENSMUST00000171176.2,0
chr6,41604340,41605724,1385,*,235.0171,1.672318,0.2741897,6.099129,1.066482e-09,4.270696e-09,Promoter (<=1kb),6,41605482,41620509,15028,1,13848,ENSMUST00000114732.2,0
chr18,54992424,54992855,432,*,91.6233,2.677823,0.439057,6.099033,1.067121e-09,4.273064e-09,Promoter (<=1kb),18,54888723,54992555,103833,2,269023,ENSMUST00000237844.1,0
chr4,20007930,20008794,865,*,80.31211,2.819617,0.4623132,6.098932,1.067793e-09,4.275373e-09,Promoter (<=1kb),4,20007938,20021312,13375,1,50500,ENSMUST00000125799.7,0
chrX,104482526,104483787,1262,*,472.8345,-1.348143,0.2210554,-6.098666,1.069572e-09,4.282114e-09,Promoter (<=1kb),20,104482818,104507490,24673,1,331487,ENSMUST00000087867.5,0
chr4,55532438,55533124,687,*,61.98987,3.351869,0.5496462,6.09823,1.072492e-09,4.29361e-09,Promoter (<=1kb),4,55527143,55532466,5324,2,16600,ENSMUST00000107619.2,0
chr3,82793622,82794405,784,*,96.2052,2.531157,0.4151421,6.097086,1.080197e-09,4.323876e-09,Exon (ENSMUST00000157277.1/ENSMUST00000157277.1, exon 1 of 1),3,82837815,82866647,28833,2,633285,ENSMUST00000182637.8,72242
chr12,81719699,81720212,514,*,75.27163,2.995342,0.4913272,6.09643,1.084634e-09,4.341057e-09,Exon (ENSMUST00000221438.1/ENSMUST00000221438.1, exon 1 of 1),12,81722039,81780874,58836,2,338372,ENSMUST00000222322.1,60662
chr12,99640920,99641772,853,*,132.7413,2.146022,0.352144,6.094161,1.100132e-09,4.401509e-09,Exon (ENSMUST00000221736.1/ENSMUST00000221736.1, exon 1 of 1),12,99626053,99627974,1922,2,73457,ENSMUST00000185726.1,-12946
chr12,110702987,110703241,255,*,116.3102,-2.006096,0.3291996,-6.093859,1.102207e-09,4.409617e-09,Promoter (<=1kb),12,110694629,110702728,8100,2,15519,ENSMUST00000155242.7,-259
chr11,29693577,29694406,830,*,605.5661,-1.256699,0.2062669,-6.092586,1.111011e-09,4.444244e-09,Promoter (<=1kb),11,29693774,29742916,49143,1,68585,ENSMUST00000102841.7,0
chr4,133875156,133875441,286,*,151.7433,-1.789527,0.2938721,-6.089476,1.132812e-09,4.529022e-09,Promoter (<=1kb),4,133847294,133874731,27438,2,20111,ENSMUST00000168974.8,-425
chr8,104340141,104340999,859,*,205.1625,1.734411,0.2848366,6.089143,1.13517e-09,4.537843e-09,Promoter (<=1kb),8,104340318,104346950,6633,1,68119,ENSMUST00000212081.1,0
chr2,19553785,19554606,822,*,119.9709,2.166212,0.3558463,6.087493,1.146921e-09,4.583385e-09,Promoter (<=1kb),2,19462837,19553914,91078,2,70909,ENSMUST00000062060.4,0
chr13,46715939,46716472,534,*,64.22594,-2.666325,0.438073,-6.086485,1.154164e-09,4.611302e-09,Promoter (<=1kb),13,46712666,46716079,3414,2,218210,ENSMUST00000183299.2,0
chr7,113294533,113295844,1312,*,381.6021,-1.395919,0.2293779,-6.085672,1.160038e-09,4.634151e-09,Exon (ENSMUST00000047321.8/11865, exon 12 of 20),7,113305420,113312838,7419,1,11865,ENSMUST00000211547.1,-9576
chr4,32799893,32800653,761,*,259.3371,-1.634843,0.2686399,-6.085629,1.160351e-09,4.635195e-09,Promoter (<=1kb),4,32800253,32801383,1131,1,108755,ENSMUST00000062802.4,0
chr17,23550028,23550817,790,*,520.4221,-1.351695,0.222117,-6.08551,1.161214e-09,4.638227e-09,Promoter (<=1kb),17,23550799,23565291,14493,1,320020,ENSMUST00000233076.1,0
chr4,133479711,133480390,680,*,479.7071,-1.325711,0.2179109,-6.08373,1.174186e-09,4.688369e-09,Promoter (<=1kb),4,133480132,133487938,7807,1,100342,ENSMUST00000051676.6,0
chr4,150248053,150248391,339,*,103.8822,-2.144144,0.3526039,-6.080886,1.195204e-09,4.769737e-09,Promoter (<=1kb),4,150247565,150248629,1065,1,13806,ENSMUST00000136310.1,488
chr8,41016156,41016857,702,*,73.91436,2.914263,0.4792894,6.080382,1.198967e-09,4.784115e-09,Promoter (<=1kb),8,41000675,41016755,16081,2,102103,ENSMUST00000155626.7,0
chr8,111537427,111537750,324,*,77.58107,-2.328373,0.3830184,-6.079011,1.209259e-09,4.824108e-09,Promoter (<=1kb),8,111537463,111621936,84474,1,170737,ENSMUST00000173726.7,0
chr4,138367686,138368338,653,*,145.3738,-1.803535,0.2967294,-6.078045,1.216568e-09,4.852186e-09,Promoter (<=1kb),4,138338528,138367992,29465,2,72269,ENSMUST00000030535.3,0
chr3,40746301,40746541,241,*,97.31652,-2.130419,0.3505262,-6.077775,1.218618e-09,4.859929e-09,Promoter (<=1kb),3,40745868,40789584,43717,1,18415,ENSMUST00000108086.6,433
chr12,23903054,23903322,269,*,55.7768,-2.9682,0.4887964,-6.072468,1.259594e-09,5.01999e-09,Exon (ENSMUST00000223385.1/ENSMUST00000223385.1, exon 1 of 1),12,24043202,24097246,54045,2,66808,ENSMUST00000101538.4,193924
chr5,72913718,72914699,982,*,667.6649,-1.329798,0.2190609,-6.070449,1.275535e-09,5.080809e-09,Promoter (<=1kb),5,72914304,72978829,64526,1,75991,ENSMUST00000144843.7,0
chr17,12939517,12940634,1118,*,152.7753,-1.937516,0.3191917,-6.07007,1.278547e-09,5.092126e-09,Promoter (<=1kb),17,12923813,12940600,16788,2,224530,ENSMUST00000160378.2,0
chr13,58148984,58149263,280,*,76.88086,-2.360374,0.3889202,-6.069044,1.286739e-09,5.124526e-09,Promoter (2-3kb),13,58146949,58148975,2027,1,67339,ENSMUST00000224280.1,2035
chrX,97376444,97377523,1080,*,185.2436,1.78716,0.2945139,6.068168,1.293773e-09,5.15208e-09,Promoter (<=1kb),20,97333840,97377216,43377,2,245527,ENSMUST00000037353.9,0
chr2,35463420,35463915,496,*,109.4357,2.41758,0.3984304,6.06776,1.297065e-09,5.164731e-09,Promoter (<=1kb),2,35432514,35463231,30718,2,14594,ENSMUST00000149442.1,-189
chr5,103910770,103911493,724,*,175.3881,-1.754749,0.289218,-6.06722,1.301431e-09,5.181424e-09,Promoter (<=1kb),5,103862050,103911259,49210,2,246293,ENSMUST00000031254.8,0
chr6,97806693,97807194,502,*,293.0242,1.578176,0.260178,6.065755,1.313355e-09,5.227969e-09,Promoter (<=1kb),6,97807052,98018593,211542,1,17342,ENSMUST00000203884.2,0
chr2,52619649,52619911,263,*,54.72127,-2.794463,0.4610271,-6.061385,1.349541e-09,5.369147e-09,Exon (ENSMUST00000183232.1/ENSMUST00000183232.1, exon 1 of 1),2,52675727,52676143,417,2,12298,ENSMUST00000148837.1,56232
chr8,119944389,119944759,371,*,106.9084,-2.036729,0.3360633,-6.060552,1.356554e-09,5.39681e-09,Promoter (<=1kb),8,119944078,119948718,4641,1,22224,ENSMUST00000135210.1,311
